Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,knn,knn_2,Price
M3,T사,y0,RWD,w8,No,Brand New,90.0,6167,54.49,54.49,54.49
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,6319,124.91,121.0,130.73
MX,T사,y2,AWD,w6,No,Nearly New,92.16,31762,85.44,85.44,85.44
eT,A사,y0,AWD,w7,No,Brand New,91.2,3718,65.35,65.35,65.35
i5,B사,y0,AWD,w8,No,Brand New,90.0,5136,65.08,65.08,64.42
MS,T사,y0,AWD,w7,No,Brand New,96.0,4239,69.43,69.43,69.44
ID4,V사,y1,AWD,w5,No,Nearly New,68.125,39711,41.77,41.77,41.77
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,3325,100.08,100.08,100.09
iX,B사,y0,RWD,w8,No,Brand New,90.0,4681,80.23,80.23,80.24
EV6,K사,y0,FWD,w9,No,Brand New,90.0,2151,40.69,40.69,40.69
Niro,K사,y0,AWD,w6,No,Nearly New,56.0,41201,28.27,28.27,27.84
iX,B사,y0,RWD,w7,No,Brand New,90.0,6578,80.91,80.91,80.92
iX,B사,y0,RWD,w7,No,Brand New,90.0,4357,79.93,79.93,79.93
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,3086,59.69,59.69,59.69
KNE,H사,y0,FWD,w9,Yes,Brand New,90.0,9925,24.97,24.97,24.28
KNE,H사,y0,FWD,w2,No,Pre-Owned,68.488,198141,28.01,28.01,27.49
eT,A사,y0,AWD,w0,No,Pre-Owned,68.532,95715,70.2,70.2,70.21
i5,B사,y0,AWD,w0,No,Pre-Owned,56.234,133838,59.95,59.95,59.95
MS,T사,y0,AWD,w7,No,Brand New,96.0,7684,69.63,69.63,69.64
KNE,H사,y0,FWD,w6,No,Nearly New,68.488,16844,27.77,27.77,27.78
Niro,K사,y0,FWD,w6,No,Nearly New,56.0,34200,27.96,27.96,27.97
MX,T사,y2,AWD,w6,No,Nearly New,92.16,43498,85.09,85.09,85.09
ION5,H사,y1,AWD,w7,No,Nearly New,68.479,22565,34.82,34.82,34.83
ION5,H사,y2,AWD,w8,No,Nearly New,71.332,30665,34.33,34.33,34.33
eT,A사,y0,AWD,w7,No,Brand New,91.2,1975,65.39,65.39,66.38
Q4eT,A사,y0,AWD,w8,Yes,Brand New,90.0,1593,59.47,59.47,60.0
ID4,V사,y0,AWD,w8,Yes,Brand New,90.0,4644,39.45,39.45,39.46
Soul,K사,y0,FWD,w9,No,Brand New,90.0,1397,19.68,19.68,19.69
Q4eT,A사,y0,AWD,w1,No,Pre-Owned,61.619,92341,57.74,57.74,57.74
eT,A사,y1,AWD,w5,No,Nearly New,84.05,45970,74.36,74.36,74.37
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,2750,129.48,121.0,129.49
ION5,H사,y0,AWD,w6,No,Nearly New,65.739,35967,34.31,34.31,34.31
ION6,H사,y2,AWD,w8,No,Nearly New,71.332,10197,37.91,37.91,37.91
MS,T사,y0,AWD,w0,No,Pre-Owned,72.139,50183,77.92,77.92,77.92
ION6,H사,y0,AWD,w9,No,Brand New,90.0,8611,38.89,38.89,38.06
MS,T사,y0,AWD,w4,No,Nearly New,84.935,26001,82.63,82.63,82.64
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,23543,41.18,41.18,41.18
Tay,P사,y0,AWD,w2,No,Brand New,90.0,3072,102.89,95.0,102.9
EV6,K사,y0,FWD,w10,No,Brand New,90.0,4866,48.37,48.37,48.38
ION6,H사,y0,AWD,w5,No,Nearly New,63.11,16536,37.95,37.95,37.95
eT,A사,y0,AWD,w8,Yes,Brand New,95.0,2068,59.52,59.52,59.53
RSeTGT,A사,y0,AWD,w3,No,Nearly New,78.227,38030,99.32,99.32,99.33
MY,T사,y0,AWD,w8,No,Brand New,90.0,2340,74.9,74.9,74.91
Soul,K사,y0,FWD,w4,No,Pre-Owned,50.096,86777,23.14,23.14,23.14
i5,B사,y0,RWD,w3,No,Nearly New,66.208,10274,64.54,64.54,63.63
MX,T사,y0,AWD,w7,No,Brand New,96.0,7626,77.32,77.32,77.32
eT,A사,y0,AWD,w7,No,Brand New,91.2,3310,65.12,65.12,64.92
i3,B사,y2,RWD,w6,No,Nearly New,56.0,25814,23.97,23.97,23.97
Soul,K사,y1,FWD,w7,No,Nearly New,56.623,27087,24.06,24.06,24.07
i5,B사,y0,RWD,w0,No,Pre-Owned,56.234,183069,60.42,60.42,60.11
MS,T사,y0,AWD,w7,No,Brand New,96.0,8774,70.57,70.57,70.57
Tay,P사,y0,AWD,w2,No,Brand New,90.0,6430,103.11,95.0,103.12
MX,T사,y0,AWD,w8,No,Brand New,99.8,6353,72.34,72.34,72.35
Soul,K사,y0,AWD,w2,No,Pre-Owned,46.169,189265,22.74,22.74,22.8
EV6,K사,y0,AWD,w10,No,Brand New,90.0,6870,47.04,47.04,47.04
MS,T사,y2,AWD,w6,No,Nearly New,92.16,25370,75.07,75.07,74.99
TayCT,P사,y0,AWD,w2,No,Nearly New,76.093,35753,130.19,130.19,130.2
MS,T사,y2,AWD,w6,No,Nearly New,92.16,46597,75.59,75.59,75.59
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,47403,40.54,40.54,40.54
Soul,K사,y1,AWD,w7,No,Nearly New,56.623,45032,22.26,22.26,22.26
M3,T사,y0,RWD,w3,No,Nearly New,61.153,19698,53.81,53.81,53.82
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,70028,94.27,94.27,94.06
ION6,H사,y0,AWD,w10,No,Brand New,90.0,3283,38.95,38.95,38.96
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,23417,36.93,36.93,36.94
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,114562,93.99,93.99,94.0
Niro,K사,y0,AWD,w6,No,Nearly New,56.0,28393,27.58,27.58,27.59
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,70.185,148700,156.17,156.17,156.18
ION5,H사,y0,AWD,w10,No,Brand New,90.0,2279,35.96,35.96,35.96
MY,T사,y0,AWD,w1,No,Pre-Owned,56.359,83619,76.44,76.44,76.44
Soul,K사,y0,FWD,w6,No,Nearly New,56.0,36105,23.35,23.35,23.36
iX,B사,y0,RWD,w7,No,Brand New,90.0,4026,79.89,79.89,79.89
Soul,K사,y0,FWD,w6,No,Nearly New,56.0,42735,23.56,23.56,23.57
KNE,H사,y0,FWD,w10,No,Brand New,90.0,3636,21.27,21.27,21.27
EV6,K사,y0,AWD,w10,No,Brand New,90.0,6516,48.37,48.37,48.38
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,36679,41.24,41.24,41.24
Q4eT,A사,y0,AWD,w1,No,Pre-Owned,61.619,93237,57.74,57.74,57.74
RSeTGT,A사,y2,AWD,w6,No,Nearly New,78.227,38297,99.77,99.77,99.78
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,7528,99.99,99.99,100.0
MS,T사,y0,AWD,w0,No,Pre-Owned,72.139,60714,78.29,78.29,78.3
MS,T사,y0,AWD,w7,No,Brand New,96.0,6658,69.86,69.86,70.22
ION6,H사,y0,AWD,w3,No,Pre-Owned,58.162,179292,37.99,37.99,38.0
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,1562,100.59,100.59,100.17
Tay,P사,y0,AWD,w2,No,Brand New,90.0,7839,103.22,95.0,103.23
Niro,K사,y0,FWD,w3,No,Pre-Owned,48.093,51290,27.65,27.65,27.66
eT,A사,y0,AWD,w1,No,Pre-Owned,71.388,112071,71.87,71.87,71.88
Q4eT,A사,y2,AWD,w6,No,Nearly New,75.571,43625,53.32,53.32,53.8
ID4,V사,y1,AWD,w5,No,Nearly New,68.125,19981,41.47,41.47,41.46
iX,B사,y0,AWD,w7,No,Brand New,90.0,798,80.82,80.82,80.82
KNE,H사,y2,FWD,w8,Yes,Nearly New,68.488,11512,28.67,28.67,28.68
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,6923,59.99,59.99,59.99
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,397,100.65,100.65,100.65
MY,T사,y0,AWD,w7,No,Brand New,90.0,7495,63.24,63.24,63.25
i3,B사,y0,RWD,w4,No,Nearly New,56.0,24745,23.15,23.15,23.16
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,553,59.99,59.99,60.0
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,196583,40.08,40.08,40.09
i5,B사,y0,RWD,w4,No,Nearly New,68.967,25823,63.83,63.83,63.84
ION5,H사,y1,AWD,w7,No,Nearly New,68.479,30612,34.92,34.92,34.51
MX,T사,y2,AWD,w6,Yes,Nearly New,92.16,28088,85.26,85.26,85.27
iX,B사,y0,RWD,w7,No,Brand New,90.0,3380,80.46,80.46,80.47
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,4350,130.4,121.0,130.41
Soul,K사,y0,AWD,w10,No,Brand New,90.0,9146,17.75,17.75,17.75
ION5,H사,y0,AWD,w6,No,Nearly New,65.739,43065,34.49,34.49,34.49
Q4eT,A사,y0,AWD,w0,No,Pre-Owned,59.154,87300,55.68,55.68,55.69
EV6,K사,y0,FWD,w10,No,Brand New,90.0,6150,48.01,48.01,48.02
Soul,K사,y1,FWD,w7,No,Nearly New,56.623,21727,22.88,22.88,22.88
ID4,V사,y0,AWD,w7,No,Brand New,90.0,3368,34.46,34.46,34.47
i5,B사,y0,RWD,w0,Yes,Pre-Owned,56.234,151634,60.91,60.91,60.91
Soul,K사,y0,FWD,w4,No,Pre-Owned,50.096,87654,23.45,23.45,23.45
i5,B사,y0,RWD,w2,No,Pre-Owned,63.56,170264,62.19,62.19,62.19
MS,T사,y0,AWD,w7,No,Brand New,96.0,4672,69.45,69.45,69.45
ION6,H사,y0,AWD,w9,No,Brand New,90.0,4062,38.71,38.71,38.72
ID4,V사,y0,AWD,w0,No,Pre-Owned,53.325,97638,38.2,38.2,38.21
MX,T사,y0,AWD,w7,No,Brand New,96.0,9413,78.73,78.73,78.74
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,1243,160.94,160.94,160.95
Tay,P사,y0,AWD,w2,No,Brand New,90.0,7532,95.89,103.0,95.9
Q4eT,A사,y1,AWD,w5,No,Nearly New,72.548,28761,58.25,58.25,58.26
KNE,H사,y0,FWD,w1,No,Pre-Owned,68.488,197873,27.25,27.25,27.97
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,18371,22.26,22.26,22.26
TayCT,P사,y0,AWD,w2,No,Nearly New,76.093,21024,131.18,131.18,131.41
i3,B사,y0,RWD,w3,No,Nearly New,56.0,41000,23.26,23.26,23.27
MS,T사,y0,AWD,w4,No,Nearly New,84.935,36428,83.25,83.25,83.26
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,69753,61.59,61.59,61.59
Soul,K사,y0,AWD,w10,No,Brand New,90.0,9732,17.06,17.06,17.07
eT,A사,y0,AWD,w3,No,Nearly New,77.46,32950,73.75,73.75,73.75
Niro,K사,y0,FWD,w9,No,Brand New,90.0,2708,23.79,23.79,23.79
Soul,K사,y0,FWD,w4,No,Pre-Owned,50.096,184645,23.37,23.37,23.37
iX,B사,y0,RWD,w7,No,Brand New,90.0,2313,79.77,79.77,79.78
i3,B사,y1,RWD,w5,No,Nearly New,56.0,26419,23.86,23.86,23.23
ION6,H사,y0,AWD,w2,No,Pre-Owned,55.836,56149,37.22,37.22,37.22
eT,A사,y0,AWD,w7,No,Brand New,91.2,33,66.11,66.11,66.12
ID4,V사,y0,AWD,w2,No,Pre-Owned,60.272,149449,40.94,40.94,40.95
ION5,H사,y1,AWD,w7,No,Nearly New,68.479,28593,35.0,35.0,35.0
Q4eT,A사,y0,AWD,w1,No,Pre-Owned,61.619,199300,56.88,56.88,56.89
M3,T사,y0,RWD,w8,Yes,Brand New,90.0,8714,54.02,54.02,54.03
MY,T사,y1,AWD,w5,No,Nearly New,66.355,46143,73.31,73.31,73.31
Soul,K사,y0,FWD,w3,No,Pre-Owned,48.093,56244,23.61,23.61,23.61
i5,B사,y1,AWD,w5,No,Nearly New,71.841,37015,60.64,60.64,60.64
Soul,K사,y2,AWD,w8,No,Nearly New,58.982,20498,22.51,22.51,22.51
TayCT,P사,y0,AWD,w2,No,Nearly New,76.093,32531,130.6,130.6,130.28
MX,T사,y0,AWD,w8,No,Brand New,99.8,5276,71.16,71.16,72.84
ION6,H사,y0,AWD,w9,No,Brand New,90.0,1135,37.94,37.94,37.94
KNE,H사,y0,FWD,w2,No,Pre-Owned,68.488,174257,28.23,28.23,28.24
RSeTGT,A사,y0,AWD,w4,No,Nearly New,78.227,40803,99.37,99.37,99.02
TayCT,P사,y2,AWD,w0,No,Nearly New,76.093,36277,119.0,119.0,119.0
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,4046,130.48,121.0,130.48
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,150712,61.2,61.2,61.21
iX,B사,y0,RWD,w8,No,Brand New,90.0,9442,80.55,80.55,80.55
Tay,P사,y0,AWD,w2,Yes,Pre-Owned,59.515,140094,115.7,115.7,119.48
MX,T사,y0,AWD,w7,No,Brand New,96.0,5575,77.97,77.97,77.98
Soul,K사,y0,FWD,w9,No,Brand New,90.0,7878,21.19,21.19,21.2
Tay,P사,y0,AWD,w2,No,Nearly New,64.578,10099,121.34,121.34,121.34
M3,T사,y0,RWD,w7,No,Brand New,90.0,5440,47.27,47.27,47.27
MS,T사,y0,AWD,w7,No,Brand New,96.0,6607,70.48,70.48,70.48
TayGTS,P사,y0,AWD,w2,No,Nearly New,76.156,45725,159.1,159.1,159.11
i5,B사,y0,AWD,w1,No,Pre-Owned,61.018,56333,62.71,62.71,62.71
ID4,V사,y1,AWD,w5,No,Nearly New,68.125,30810,41.09,41.09,40.83
MS,T사,y0,AWD,w2,No,Pre-Owned,78.276,140019,80.73,80.73,80.74
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,107438,61.11,61.11,61.11
iX,B사,y0,RWD,w7,No,Brand New,90.0,3927,80.49,80.49,80.56
ID4,V사,y1,AWD,w5,No,Nearly New,68.125,25940,41.53,41.53,41.53
Soul,K사,y2,FWD,w8,No,Nearly New,58.982,31850,23.92,23.92,23.93
ION6,H사,y0,AWD,w10,No,Brand New,90.0,6747,38.97,38.97,38.97
Niro,K사,y2,FWD,w8,No,Nearly New,58.982,15084,28.23,28.23,27.47
TayGTS,P사,y0,AWD,w2,No,Nearly New,76.156,18622,159.15,159.15,159.16
i5,B사,y2,RWD,w6,No,Nearly New,74.834,27389,64.07,64.07,64.07
MS,T사,y0,AWD,w8,No,Brand New,99.8,2947,63.78,63.78,63.78
Tay,P사,y0,AWD,w2,No,Nearly New,67.268,17172,120.92,120.92,120.92
Niro,K사,y2,FWD,w8,Yes,Nearly New,58.982,16403,27.16,27.16,27.16
Niro,K사,y0,FWD,w10,No,Brand New,90.0,3861,21.37,21.37,21.37
i3,B사,y2,AWD,w6,No,Nearly New,56.0,20904,23.37,23.37,23.37
ION5,H사,y0,AWD,w10,No,Brand New,90.0,2461,35.31,35.31,35.31
i5,B사,y0,AWD,w8,Yes,Brand New,90.0,2563,64.77,64.77,64.77
i3,B사,y0,AWD,w0,No,Pre-Owned,46.0,81702,22.34,22.34,21.95
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,31717,22.45,22.45,22.45
ID4,V사,y0,AWD,w8,No,Brand New,90.0,2689,40.19,40.19,40.2
MY,T사,y0,AWD,w2,No,Pre-Owned,58.707,166709,75.9,75.9,75.9
iX,B사,y0,RWD,w8,No,Brand New,90.0,2524,80.21,80.21,80.22
Q4eT,A사,y1,AWD,w5,No,Nearly New,72.548,35180,57.96,57.96,57.96
KNE,H사,y0,FWD,w6,No,Nearly New,68.488,24050,28.14,28.14,28.15
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,98118,60.75,60.75,60.75
Tay,P사,y0,AWD,w2,No,Brand New,90.0,6454,96.03,103.0,96.03
eT,A사,y0,AWD,w0,No,Pre-Owned,65.791,146845,69.7,69.7,69.44
i5,B사,y0,AWD,w0,No,Pre-Owned,58.577,114877,61.42,61.42,61.42
ID4,V사,y0,AWD,w7,No,Brand New,90.0,9864,34.13,34.13,34.13
MY,T사,y0,AWD,w0,No,Pre-Owned,54.104,109312,73.35,73.35,73.36
KNE,H사,y0,FWD,w9,No,Brand New,90.0,1688,24.57,24.57,24.57
eT,A사,y0,AWD,w7,No,Brand New,91.2,1587,64.87,64.87,64.88
KNE,H사,y0,FWD,w9,No,Brand New,90.0,5124,24.71,24.71,24.71
KNE,H사,y0,FWD,w10,No,Brand New,90.0,986,20.65,20.65,20.65
i5,B사,y0,RWD,w0,No,Pre-Owned,56.234,98404,60.07,60.07,60.07
EV6,K사,y0,AWD,w9,No,Brand New,90.0,1811,40.42,40.42,40.42
MY,T사,y0,AWD,w0,No,Pre-Owned,51.94,114403,74.03,74.03,74.92
Soul,K사,y0,AWD,w10,No,Brand New,90.0,8204,17.38,17.38,17.38
M3,T사,y1,RWD,w5,No,Nearly New,66.355,48303,53.59,53.59,53.6
MS,T사,y0,AWD,w8,No,Brand New,99.8,32,64.52,64.52,63.32
i5,B사,y0,RWD,w3,No,Nearly New,66.208,34261,63.28,63.28,63.29
Niro,K사,y0,FWD,w5,No,Nearly New,56.0,30142,28.83,28.83,28.84
ID4,V사,y0,AWD,w7,No,Brand New,90.0,5209,33.72,33.72,33.73
EV6,K사,y0,FWD,w9,No,Brand New,90.0,7570,40.98,40.98,40.97
iX,B사,y0,RWD,w8,No,Brand New,90.0,5140,80.75,80.75,80.75
M3,T사,y0,RWD,w7,No,Brand New,90.0,1871,46.44,46.44,46.44
iX,B사,y0,RWD,w7,No,Brand New,90.0,2687,79.21,79.21,79.21
MY,T사,y0,AWD,w4,No,Nearly New,63.701,49992,77.38,77.38,77.39
MS,T사,y0,AWD,w7,No,Brand New,96.0,9836,70.17,70.17,70.17
M3,T사,y0,RWD,w7,No,Brand New,90.0,6792,47.23,47.23,47.23
eT,A사,y0,AWD,w7,No,Brand New,91.2,5862,65.89,65.89,64.96
M3,T사,y0,RWD,w0,No,Pre-Owned,54.104,128331,50.75,50.75,51.23
ION6,H사,y1,AWD,w7,Yes,Nearly New,68.479,29018,37.47,37.47,37.48
eT,A사,y0,AWD,w1,No,Pre-Owned,71.388,153485,72.21,72.21,72.22
i5,B사,y0,AWD,w2,No,Pre-Owned,63.56,57848,63.24,63.24,63.25
i5,B사,y0,AWD,w0,No,Pre-Owned,56.234,172179,61.44,61.44,61.45
i3,B사,y0,AWD,w0,No,Pre-Owned,46.0,148704,22.51,22.51,21.76
ION5,H사,y0,AWD,w3,No,Pre-Owned,58.162,121752,34.21,34.21,34.22
iX,B사,y0,RWD,w7,No,Brand New,90.0,278,80.16,80.16,79.65
ION5,H사,y0,AWD,w10,No,Brand New,90.0,7317,35.55,35.55,35.44
eT,A사,y0,AWD,w8,No,Brand New,95.0,4208,60.47,60.47,60.2
ION6,H사,y0,AWD,w10,Yes,Brand New,90.0,9355,38.85,38.85,38.98
Soul,K사,y0,AWD,w6,No,Nearly New,56.0,19871,22.42,22.42,22.43
Soul,K사,y1,AWD,w7,No,Nearly New,56.623,22357,22.99,22.99,22.99
M3,T사,y0,RWD,w7,No,Brand New,90.0,6163,47.8,47.8,47.81
MX,T사,y0,AWD,w8,No,Brand New,99.8,5662,71.33,71.33,71.33
eT,A사,y0,AWD,w7,No,Brand New,91.2,5681,65.74,65.74,66.12
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,87180,94.92,94.92,94.93
i3,B사,y0,AWD,w1,No,Pre-Owned,46.0,128946,23.18,23.18,23.18
Tay,P사,y0,AWD,w2,No,Brand New,90.0,267,96.93,103.0,96.94
ION5,H사,y0,AWD,w10,No,Brand New,90.0,6776,35.99,35.99,36.0
MS,T사,y0,AWD,w4,No,Nearly New,84.935,46140,83.8,83.8,83.8
Soul,K사,y2,AWD,w8,No,Nearly New,58.982,29794,22.49,22.49,22.5
i5,B사,y0,RWD,w7,No,Brand New,90.0,5289,65.31,65.31,65.32
ION6,H사,y0,AWD,w9,No,Brand New,90.0,1803,38.27,38.27,38.27
i5,B사,y0,AWD,w4,Yes,Nearly New,68.967,14585,63.85,63.85,64.98
RSeTGT,A사,y2,AWD,w6,No,Nearly New,78.227,14803,99.86,99.86,99.87
Soul,K사,y0,AWD,w4,No,Pre-Owned,50.096,179913,23.41,23.41,23.42
eT,A사,y0,AWD,w7,No,Brand New,91.2,1409,64.72,64.72,64.72
i5,B사,y0,AWD,w3,No,Nearly New,66.208,20570,63.28,63.28,63.29
MX,T사,y0,AWD,w0,No,Pre-Owned,69.253,97140,87.98,87.98,87.78
KNE,H사,y0,FWD,w4,No,Pre-Owned,68.488,196622,27.68,27.68,27.69
MX,T사,y0,AWD,w8,No,Brand New,99.8,9298,71.73,71.73,71.73
Niro,K사,y0,FWD,w5,No,Nearly New,56.0,12687,28.72,28.72,28.73
MX,T사,y0,AWD,w3,No,Nearly New,81.537,14279,92.27,92.27,92.27
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,160869,124.91,125.0,124.91
MS,T사,y0,AWD,w2,No,Pre-Owned,78.276,189904,80.42,80.42,80.42
Niro,K사,y0,FWD,w3,No,Pre-Owned,48.093,98349,28.08,28.08,28.39
ID4,V사,y0,AWD,w0,No,Pre-Owned,53.325,76599,39.48,39.48,38.01
ION6,H사,y0,AWD,w9,No,Brand New,90.0,6722,38.83,38.83,38.96
KNE,H사,y0,FWD,w10,No,Brand New,90.0,7183,22.16,22.16,22.17
Soul,K사,y2,FWD,w8,No,Nearly New,58.982,45463,22.78,22.78,22.79
MS,T사,y0,AWD,w0,No,Pre-Owned,72.139,59163,78.38,78.38,79.92
iX,B사,y0,AWD,w8,No,Brand New,90.0,1705,80.13,80.13,80.14
Q4eT,A사,y2,AWD,w6,No,Nearly New,75.571,34073,53.3,53.3,53.31
IONIQ,H사,y0,FWD,w1,No,Nearly New,54.1,40300,14.92,14.92,13.81
RSeTGT,A사,y1,AWD,w5,No,Nearly New,78.227,24889,99.0,99.0,99.0
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,77260,39.82,39.82,39.83
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,125842,39.34,39.34,39.34
Soul,K사,y0,FWD,w3,No,Pre-Owned,48.093,114723,22.63,22.63,23.34
ION6,H사,y1,AWD,w7,No,Nearly New,68.479,30412,37.99,37.99,38.0
EV6,K사,y0,FWD,w10,No,Brand New,90.0,9213,47.27,47.27,47.27
MX,T사,y1,AWD,w5,No,Nearly New,88.474,10399,94.44,94.44,93.96
Soul,K사,y0,AWD,w1,No,Pre-Owned,46.0,86436,23.3,23.3,23.31
ID4,V사,y0,AWD,w7,No,Brand New,90.0,1289,34.26,34.26,34.27
M3,T사,y0,RWD,w7,No,Brand New,90.0,8564,47.21,47.21,47.21
RSeTGT,A사,y0,AWD,w4,No,Nearly New,78.227,44741,99.24,99.24,99.78
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,20256,41.09,41.09,41.1
Q4eT,A사,y0,AWD,w3,No,Nearly New,66.861,48540,58.75,58.75,58.99
Niro,K사,y2,FWD,w8,No,Nearly New,58.982,28648,28.75,28.75,28.76
i3,B사,y0,AWD,w2,No,Pre-Owned,46.0,140684,23.23,23.23,23.23
Niro,K사,y0,FWD,w4,Yes,Pre-Owned,50.096,133973,27.72,27.72,27.87
ION5,H사,y0,AWD,w3,No,Pre-Owned,58.162,75622,35.0,35.0,35.0
Tay,P사,y0,AWD,w2,No,Nearly New,64.578,19669,120.22,120.22,120.23
iX,B사,y0,AWD,w8,No,Brand New,90.0,5205,79.11,79.11,79.12
M3,T사,y0,RWD,w7,No,Brand New,90.0,5463,47.21,47.21,47.29
iX,B사,y0,RWD,w7,No,Brand New,90.0,7551,80.2,80.2,79.57
M3,T사,y0,RWD,w0,No,Pre-Owned,51.94,60507,50.66,50.66,50.66
eT,A사,y2,AWD,w6,No,Nearly New,87.552,32305,74.74,74.74,74.75
TayCT,P사,y0,AWD,w2,No,Nearly New,76.093,33452,130.65,130.65,130.66
eT,A사,y0,AWD,w0,No,Pre-Owned,68.532,101732,69.6,69.6,69.61
Soul,K사,y2,AWD,w8,No,Nearly New,58.982,24605,21.95,21.95,21.95
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,4031,129.37,121.0,120.5
MX,T사,y0,AWD,w2,No,Pre-Owned,78.276,94747,91.6,91.6,91.61
Soul,K사,y0,FWD,w6,Yes,Nearly New,56.0,38402,22.51,22.51,22.51
MS,T사,y0,AWD,w3,No,Nearly New,81.537,18055,82.42,82.42,82.43
ID4,V사,y0,AWD,w7,No,Brand New,90.0,2473,34.57,34.57,34.57
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,132453,39.69,39.69,39.81
KNE,H사,y0,FWD,w9,No,Brand New,90.0,4415,24.86,24.86,24.87
Tay,P사,y2,AWD,w0,No,Nearly New,72.991,39387,121.2,121.2,121.21
i3,B사,y2,RWD,w6,No,Nearly New,56.0,20562,22.91,22.91,22.91
i3,B사,y0,AWD,w8,No,Brand New,90.0,2562,24.92,24.92,24.92
eT,A사,y0,AWD,w8,Yes,Brand New,95.0,8569,60.17,60.17,60.17
iX,B사,y0,RWD,w7,No,Brand New,90.0,6927,79.8,79.8,80.74
MS,T사,y0,AWD,w0,No,Pre-Owned,72.139,154933,78.69,78.69,78.69
ION5,H사,y0,AWD,w10,No,Brand New,90.0,2205,35.18,35.18,35.19
MX,T사,y0,AWD,w8,No,Brand New,99.8,7224,72.14,72.14,72.14
Q4eT,A사,y0,AWD,w3,No,Nearly New,66.861,26165,58.82,58.82,58.01
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,7878,120.04,121.0,120.04
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,18549,36.93,36.93,37.6
MY,T사,y0,AWD,w7,No,Brand New,90.0,5247,63.12,63.12,62.93
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,5794,59.95,59.95,59.95
TayGTS,P사,y0,AWD,w2,No,Brand New,90.0,9761,159.99,159.99,160.0
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,2090,100.06,100.06,100.07
MY,T사,y0,AWD,w7,No,Brand New,90.0,7286,63.12,63.12,63.13
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,116824,127.64,125.0,127.64
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,121366,93.99,93.99,94.0
iX,B사,y0,AWD,w8,No,Brand New,90.0,3464,80.0,80.0,80.0
ION6,H사,y0,AWD,w10,No,Brand New,90.0,2019,38.34,38.34,38.34
KNE,H사,y0,FWD,w10,No,Brand New,90.0,8207,21.23,21.23,21.23
ID4,V사,y0,AWD,w7,No,Brand New,90.0,6445,34.71,34.71,34.71
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,5099,100.58,100.58,100.59
iX,B사,y0,RWD,w8,No,Brand New,90.0,5066,80.53,80.53,80.43
ION5,H사,y0,AWD,w9,No,Brand New,90.0,2816,35.25,35.25,35.26
MX,T사,y0,AWD,w4,No,Nearly New,96.0,43648,93.81,93.81,93.81
ID4,V사,y2,AWD,w6,Yes,Nearly New,70.963,16069,36.16,36.16,36.16
M3,T사,y0,RWD,w7,No,Brand New,90.0,8566,47.52,47.52,47.53
ION5,H사,y0,AWD,w5,No,Nearly New,63.11,27095,34.96,34.96,34.97
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,193620,127.68,125.0,127.86
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,498,59.46,59.46,59.46
MS,T사,y0,AWD,w0,No,Pre-Owned,69.253,160939,78.22,78.22,78.23
